,USDLTL,USDPHP,USDHKD,USDCHF,USDBGN,USDHRK,USDCNY,USDJPY,USDPLN,USDNZD,USDLVL,USDZAR,USDAUD,USDIDR,USDSEK,USDINR,USDTHB,USDMXN,USDEUR,USDCAD,USDHUF,USDCZK,USDBRL,USDRON,USDILS,USDKRW,USDTRY,USDGBP,USDDKK,USDSGD,USDNOK,USDRUB,USDMYR,time,USDUSD,USDEEK
320,2.5232,44.424,7.755,0.89469,1.4293,5.5843,6.0714,104.25,3.027,1.2215,0.51315,10.343,1.1203,12147.0,6.5781,61.795,32.717,12.983,0.73078,1.061,217.14,20.123,2.3565,3.2637,3.4819,1059.3,2.081,0.61095,5.452,1.2676,6.1638,32.657,3.2947,2013-12-25 00:00:00+00:00,1.0,
321,2.4995,44.349,7.7552,0.88562,1.4158,5.5295,6.0693,104.98,3.0053,1.2229,0.50804,10.457,1.1225,12184.0,6.4996,61.983,32.875,13.12,0.7239,1.0664,215.19,19.868,2.3541,3.2304,3.4805,1054.5,2.1615,0.60565,5.4002,1.2675,6.1152,32.547,3.2877,2013-12-27 00:00:00+00:00,1.0,
322,2.5325,44.662,7.7549,0.90282,1.4345,5.5948,6.0561,104.49,3.0554,1.2054,,10.59,1.1116,12126.0,6.4956,62.199,33.022,13.071,0.73346,1.0612,219.06,20.188,2.3744,3.2917,3.5022,1055.2,2.1738,0.6091,5.4706,1.2648,6.1306,33.108,3.283,2014-01-03 00:00:00+00:00,1.0,
323,2.5366,44.67,7.7542,0.90861,1.4368,5.6049,6.0538,105.0,3.0675,1.2118,,10.81,1.1272,12190.0,6.5574,62.108,33.018,13.124,0.73465,1.0858,219.96,20.154,2.398,3.3309,3.5038,1063.3,2.1852,0.60663,5.4811,1.2712,6.1765,33.163,3.278,2014-01-09 00:00:00+00:00,1.0,
324,2.5066,44.161,7.7532,0.88646,1.4198,5.5452,6.0744,102.73,3.0362,1.2023,0.51034,10.357,1.1042,12048.0,6.5774,62.008,32.088,12.978,0.72595,1.0578,220.32,19.946,2.3268,3.2332,3.5039,1051.4,2.038,0.60958,5.4161,1.2534,6.1535,32.762,3.228,2013-12-12 00:00:00+00:00,1.0,
325,2.5113,44.274,7.7526,0.88814,1.4225,5.5539,6.0719,103.0,3.039,1.2117,0.51116,10.347,1.1226,12070.0,6.5381,62.102,32.268,12.962,0.72733,1.0634,217.1,20.172,2.327,3.2528,3.5079,1053.4,2.0465,0.61103,5.4263,1.2587,6.0946,32.951,3.259,2013-12-18 00:00:00+00:00,1.0,
326,2.5286,44.548,7.7547,0.89806,1.4323,5.5941,6.0702,104.47,3.0504,1.2248,0.51424,10.465,1.1282,12194.0,6.584,62.04,32.6,13.057,0.73233,1.0692,218.84,20.256,2.3793,3.2794,3.5172,1061.9,2.0932,0.61135,5.4637,1.2677,6.1633,33.014,3.288,2013-12-21 00:00:00+00:00,1.0,
327,2.5037,44.441,7.7536,0.89015,1.4182,5.5301,6.054,104.94,3.0123,1.2154,0.50961,10.562,1.1183,12156.0,6.4238,61.9,32.759,13.105,0.72511,1.0638,215.39,19.888,2.3621,3.242,3.4718,1052.1,2.1467,0.60452,5.4088,1.2627,6.0641,32.866,3.279,2013-12-31 00:00:00+00:00,1.0,
328,2.4995,44.349,7.7552,0.88562,1.4158,5.5295,6.0693,104.98,3.0053,1.2229,0.50804,10.457,1.1225,12184.0,6.4996,61.983,32.875,13.12,0.7239,1.0664,215.19,19.868,2.3541,3.2304,3.4805,1054.5,2.1615,0.60565,5.4002,1.2675,6.1152,32.547,3.2877,2013-12-29 00:00:00+00:00,1.0,
329,2.5153,44.161,7.7533,0.89065,1.4248,5.5572,6.0732,103.39,3.0448,1.2159,0.51213,10.302,1.1186,12017.0,6.582,62.166,32.055,12.951,0.72849,1.0655,220.31,20.058,2.3315,3.2471,3.5016,1054.0,2.0392,0.61463,5.4353,1.2567,6.1849,32.852,3.2363,2013-12-14 00:00:00+00:00,1.0,
330,2.5413,44.709,7.7552,0.90837,1.4395,5.6149,6.0521,105.0,3.0727,1.2164,,10.768,1.1235,12016.0,6.5371,61.905,33.068,13.08,0.736,1.0876,220.24,20.16,2.3928,3.3451,3.4964,1062.4,2.1774,0.60941,5.4921,1.27,6.1842,33.228,3.2695,2014-01-10 00:00:00+00:00,1.0,
331,2.5413,44.709,7.7552,0.90837,1.4395,5.6149,6.0521,105.0,3.0727,1.2164,,10.768,1.1235,12016.0,6.5371,61.905,33.068,13.08,0.736,1.0876,220.24,20.16,2.3928,3.3451,3.4964,1062.4,2.1774,0.60941,5.4921,1.27,6.1842,33.228,3.2695,2014-01-11 00:00:00+00:00,1.0,
332,2.5288,44.588,7.7545,0.90391,1.4324,5.5862,6.0445,103.54,3.0425,1.1958,,10.748,1.1034,11834.0,6.4972,61.467,32.992,13.01,0.73239,1.091,218.87,20.075,2.3527,3.3133,3.4894,1057.9,2.1774,0.60913,5.4651,1.2648,6.1242,33.162,3.2628,2014-01-13 00:00:00+00:00,1.0,
333,2.5377,45.095,7.7539,0.90798,1.4375,5.6016,6.0461,104.26,3.0556,1.1965,,10.912,1.1218,12085.0,6.4644,61.543,32.845,13.115,0.73497,1.0955,220.76,20.168,2.3457,3.3246,3.4843,1063.0,2.1945,0.61017,5.4843,1.2723,6.1138,33.441,3.2863,2014-01-15 00:00:00+00:00,1.0,
334,2.5394,45.1,7.7547,0.90829,1.4384,5.6086,6.0572,104.59,3.0663,1.2043,,10.897,1.1368,12121.0,6.4848,61.565,32.798,13.271,0.73546,1.0922,221.04,20.218,2.3732,3.3318,3.4918,1064.4,2.2057,0.61201,5.488,1.2737,6.1697,33.407,3.2973,2014-01-16 00:00:00+00:00,1.0,
335,2.5418,45.102,7.7554,0.90783,1.4398,5.6165,6.0498,104.39,3.0657,1.2105,,10.878,1.1377,12093.0,6.4736,61.55,32.845,13.318,0.73616,1.0969,221.38,20.213,2.3651,3.337,3.4916,1061.2,2.2189,0.60822,5.4934,1.2736,6.1687,33.558,3.2959,2014-01-17 00:00:00+00:00,1.0,
336,2.5418,45.102,7.7554,0.90783,1.4398,5.6165,6.0498,104.39,3.0657,1.2105,,10.878,1.1377,12093.0,6.4736,61.55,32.845,13.318,0.73616,1.0969,221.38,20.213,2.3651,3.337,3.4916,1061.2,2.2189,0.60822,5.4934,1.2736,6.1687,33.558,3.2959,2014-01-19 00:00:00+00:00,1.0,
337,2.5452,45.123,7.7562,0.90941,1.4417,5.6258,6.0527,103.97,3.0649,1.2093,,10.829,1.1343,12093.0,6.4743,61.579,32.816,13.235,0.73714,1.0938,222.4,20.289,2.3321,3.3437,3.491,1063.8,2.2393,0.60902,5.5007,1.276,6.1754,33.752,3.3174,2014-01-20 00:00:00+00:00,1.0,
338,2.5316,45.27,7.7586,0.90307,1.434,5.6045,6.0509,104.11,3.0559,1.2043,,10.969,1.1394,12165.0,6.4272,61.878,32.88,13.355,0.73319,1.1144,222.61,20.155,2.3753,3.3208,3.4852,1074.6,2.277,0.6025,5.4712,1.279,6.1093,34.077,3.3305,2014-01-23 00:00:00+00:00,1.0,
339,2.5227,45.459,7.7628,0.89545,1.4289,5.5857,6.0503,102.42,3.0745,1.2098,,11.119,1.1482,12163.0,6.4439,62.606,32.868,13.486,0.73062,1.1062,223.31,20.11,2.4113,3.3188,3.4909,1084.5,2.3298,0.60576,5.452,1.2797,6.131,34.425,3.3537,2014-01-24 00:00:00+00:00,1.0,
340,2.5227,45.459,7.7628,0.89545,1.4289,5.5857,6.0503,102.42,3.0745,1.2098,,11.119,1.1482,12163.0,6.4439,62.606,32.868,13.486,0.73062,1.1062,223.31,20.11,2.4113,3.3188,3.4909,1084.5,2.3298,0.60576,5.452,1.2797,6.131,34.425,3.3537,2014-01-25 00:00:00+00:00,1.0,
341,2.5227,45.459,7.7628,0.89545,1.4289,5.5857,6.0503,102.42,3.0745,1.2098,,11.119,1.1482,12163.0,6.4439,62.606,32.868,13.486,0.73062,1.1062,223.31,20.11,2.4113,3.3188,3.4909,1084.5,2.3298,0.60576,5.452,1.2797,6.131,34.425,3.3537,2014-01-26 00:00:00+00:00,1.0,
342,2.528,45.367,7.7647,0.89815,1.432,5.5978,6.0472,102.79,3.0732,1.2125,,11.147,1.1435,12166.0,6.4473,63.101,32.89,13.395,0.73217,1.1041,223.26,20.116,2.3976,3.322,3.4931,1081.6,2.3173,0.60408,5.4635,1.2772,6.1781,34.572,3.3425,2014-01-27 00:00:00+00:00,1.0,
343,2.5297,45.224,7.7639,0.89955,1.4329,5.6015,6.0509,103.02,3.0708,1.2099,,11.076,1.1367,12142.0,6.4589,62.515,32.901,13.291,0.73265,1.1144,223.34,20.153,2.4129,3.3219,3.4989,1078.4,2.2698,0.60286,5.4668,1.2747,6.158,34.672,3.3348,2014-01-28 00:00:00+00:00,1.0,
344,2.5546,45.398,7.7664,0.90411,1.447,5.6611,6.0612,102.2,3.1435,1.2342,,11.308,1.148,12182.0,6.5485,62.658,32.997,13.437,0.73986,1.1195,231.77,20.346,2.4289,3.3252,3.5183,1083.3,2.2745,0.60769,5.5208,1.2783,6.297,35.327,3.3475,2014-01-31 00:00:00+00:00,1.0,
345,2.5546,45.398,7.7664,0.90411,1.447,5.6611,6.0612,102.2,3.1435,1.2342,,11.308,1.148,12182.0,6.5485,62.658,32.997,13.437,0.73986,1.1195,231.77,20.346,2.4289,3.3252,3.5183,1083.3,2.2745,0.60769,5.5208,1.2783,6.297,35.327,3.3475,2014-02-01 00:00:00+00:00,1.0,
346,2.554,45.313,7.7646,0.90354,1.4467,5.6639,6.0628,101.38,3.1101,1.2257,,11.118,1.124,12203.0,6.5264,62.528,32.77,13.397,0.7397,1.1073,228.8,20.364,2.4144,3.2903,3.5317,1081.7,2.2495,0.61325,5.5199,1.2687,6.3022,35.085,3.3286,2014-02-04 00:00:00+00:00,1.0,
347,2.5437,44.999,7.7744,0.9015,1.4408,5.6354,6.0638,102.25,3.0849,1.2128,,11.101,1.1182,12161.0,6.5268,62.419,32.866,13.343,0.7367,1.1069,227.5,20.262,2.3865,3.3023,3.5347,1075.2,2.222,0.61249,5.4975,1.2688,6.1971,34.713,3.3369,2014-02-07 00:00:00+00:00,1.0,
348,2.5418,45.102,7.7554,0.90783,1.4398,5.6165,6.0498,104.39,3.0657,1.2105,,10.878,1.1377,12093.0,6.4736,61.55,32.845,13.318,0.73616,1.0969,221.38,20.213,2.3651,3.337,3.4916,1061.2,2.2189,0.60822,5.4934,1.2736,6.1687,33.558,3.2959,2014-01-18 00:00:00+00:00,1.0,
349,2.5527,45.414,7.7569,0.91357,1.446,5.6454,6.0507,104.67,3.0793,1.2043,,10.855,1.1388,12135.0,6.5112,62.043,32.921,13.312,0.73932,1.0999,223.87,20.372,2.3641,3.3539,3.4963,1069.9,2.2519,0.60912,5.5169,1.2796,6.1896,33.978,3.3382,2014-01-21 00:00:00+00:00,1.0,
350,2.5452,45.304,7.7576,0.91,1.4417,5.6306,6.0524,104.36,3.0702,1.1992,,10.839,1.1272,12142.0,6.4837,61.885,32.9,13.301,0.73714,1.0966,222.75,20.297,2.3641,3.3367,3.4892,1069.3,2.2581,0.60372,5.5007,1.278,6.1665,33.889,3.3318,2014-01-22 00:00:00+00:00,1.0,
351,2.5373,45.267,7.7638,0.90057,1.4372,5.6191,6.0554,102.68,3.096,1.2078,,11.146,1.1416,12160.0,6.4672,62.545,32.915,13.312,0.73486,1.115,225.87,20.238,2.4377,3.3211,3.491,1075.2,2.2373,0.60413,5.4839,1.2746,6.2008,35.071,3.3337,2014-01-29 00:00:00+00:00,1.0,
352,2.5437,45.327,7.7663,0.90121,1.4408,5.6435,6.0632,102.61,3.1171,1.2247,,11.249,1.1389,12193.0,6.5085,62.682,32.964,13.342,0.7367,1.118,229.09,20.329,2.4278,3.3233,3.4931,1082.6,2.2696,0.6069,5.4974,1.2762,6.2384,35.216,3.3459,2014-01-30 00:00:00+00:00,1.0,
353,2.558,45.39,7.8241,0.90576,1.449,5.6694,6.06,102.1,3.1295,1.233,,11.123,1.1369,12240.0,6.543,62.506,33.195,13.327,0.74085,1.1076,230.97,20.393,2.4061,3.3292,3.5211,1084.3,2.262,0.61187,5.5283,1.2752,6.262,35.17,3.3723,2014-02-03 00:00:00+00:00,1.0,
354,2.5495,45.294,7.7619,0.90246,1.4441,5.6428,6.0602,101.0,3.0971,1.2161,,11.102,1.1204,12152.0,6.5192,62.58,32.76,13.338,0.73839,1.1058,227.12,20.332,2.4143,3.2892,3.5385,1078.1,2.239,0.61449,5.5102,1.2683,6.2453,34.895,3.312,2014-02-05 00:00:00+00:00,1.0,
355,2.5586,45.172,7.7584,0.90582,1.4493,5.6691,6.0593,101.47,3.1034,1.2147,,11.144,1.1153,12193.0,6.5123,62.42,32.81,13.249,0.74102,1.106,227.85,20.396,2.4032,3.3127,3.5466,1078.0,2.2262,0.61412,5.5295,1.2682,6.2245,34.82,3.3259,2014-02-06 00:00:00+00:00,1.0,
356,2.5413,44.709,7.7552,0.90837,1.4395,5.6149,6.0521,105.0,3.0727,1.2164,,10.768,1.1235,12016.0,6.5371,61.905,33.068,13.08,0.736,1.0876,220.24,20.16,2.3928,3.3451,3.4964,1062.4,2.1774,0.60941,5.4921,1.27,6.1842,33.228,3.2695,2014-01-12 00:00:00+00:00,1.0,
357,2.5264,44.779,7.7544,0.90247,1.431,5.5795,6.0428,103.62,3.037,1.1885,,10.841,1.1114,11845.0,6.4534,61.485,32.723,13.108,0.73169,1.089,219.36,20.055,2.3622,3.3131,3.4876,1060.4,2.1935,0.60836,5.4599,1.2676,6.0979,33.337,3.2638,2014-01-14 00:00:00+00:00,1.0,
358,2.5546,45.398,7.7664,0.90411,1.447,5.6611,6.0612,102.2,3.1435,1.2342,,11.308,1.148,12182.0,6.5485,62.658,32.997,13.437,0.73986,1.1195,231.77,20.346,2.4289,3.3252,3.5183,1083.3,2.2745,0.60769,5.5208,1.2783,6.297,35.327,3.3475,2014-02-02 00:00:00+00:00,1.0,
359,2.5437,44.999,7.7744,0.9015,1.4408,5.6354,6.0638,102.25,3.0849,1.2128,,11.101,1.1182,12161.0,6.5268,62.419,32.866,13.343,0.7367,1.1069,227.5,20.262,2.3865,3.3023,3.5347,1075.2,2.222,0.61249,5.4975,1.2688,6.1971,34.713,3.3369,2014-02-08 00:00:00+00:00,1.0,
360,2.5437,44.999,7.7744,0.9015,1.4408,5.6354,6.0638,102.25,3.0849,1.2128,,11.101,1.1182,12161.0,6.5268,62.419,32.866,13.343,0.7367,1.1069,227.5,20.262,2.3865,3.3023,3.5347,1075.2,2.222,0.61249,5.4975,1.2688,6.1971,34.713,3.3369,2014-02-09 00:00:00+00:00,1.0,
361,2.5247,45.05,7.7559,0.89463,1.4301,5.597,6.0602,102.37,3.0583,1.2004,,10.988,1.1076,12145.0,6.4493,62.218,32.727,13.279,0.73121,1.1036,226.75,20.13,2.4053,3.2735,3.5168,1065.8,2.1992,0.60745,5.4564,1.2672,6.1187,34.737,3.3328,2014-02-11 00:00:00+00:00,1.0,
362,2.5439,44.815,7.7558,0.90245,1.4409,5.6395,6.0627,102.33,3.0692,1.1992,,11.0,1.1063,12084.0,6.4627,62.105,32.558,13.309,0.73676,1.1,227.3,20.285,2.4093,3.3024,3.5222,1062.4,2.1933,0.60532,5.4978,1.2662,6.1387,34.806,3.3225,2014-02-12 00:00:00+00:00,1.0,
363,2.519,44.577,7.7559,0.89159,1.4269,5.5855,6.0671,101.76,3.0273,1.1949,,10.929,1.1072,11825.0,6.4555,61.945,32.316,13.254,0.72955,1.0956,225.47,20.016,2.3956,3.2721,3.5105,1060.1,2.1859,0.59849,5.4439,1.2613,6.0954,35.08,3.2947,2014-02-14 00:00:00+00:00,1.0,
364,2.519,44.577,7.7559,0.89159,1.4269,5.5855,6.0671,101.76,3.0273,1.1949,,10.929,1.1072,11825.0,6.4555,61.945,32.316,13.254,0.72955,1.0956,225.47,20.016,2.3956,3.2721,3.5105,1060.1,2.1859,0.59849,5.4439,1.2613,6.0954,35.08,3.2947,2014-02-15 00:00:00+00:00,1.0,
365,2.519,44.577,7.7559,0.89159,1.4269,5.5855,6.0671,101.76,3.0273,1.1949,,10.929,1.1072,11825.0,6.4555,61.945,32.316,13.254,0.72955,1.0956,225.47,20.016,2.3956,3.2721,3.5105,1060.1,2.1859,0.59849,5.4439,1.2613,6.0954,35.08,3.2947,2014-02-16 00:00:00+00:00,1.0,
366,2.5205,44.359,7.7553,0.89211,1.4277,5.5891,6.064,101.91,3.0273,1.1958,,10.839,1.1066,11785.0,6.4447,61.858,32.237,13.223,0.72998,1.0961,225.38,19.999,2.3908,3.2775,3.5113,1060.5,2.1796,0.59774,5.4471,1.2584,6.0734,35.15,3.2944,2014-02-17 00:00:00+00:00,1.0,
367,2.519,44.57,7.7559,0.88969,1.4269,5.5946,6.0914,102.5,3.0394,1.208,,11.043,1.115,11744.0,6.5626,62.127,32.54,13.303,0.72955,1.1165,227.54,19.966,2.3767,3.2992,3.5064,1072.1,2.1957,0.59957,5.4443,1.2677,6.1042,35.779,3.2945,2014-02-22 00:00:00+00:00,1.0,
368,2.519,44.57,7.7559,0.88969,1.4269,5.5946,6.0914,102.5,3.0394,1.208,,11.043,1.115,11744.0,6.5626,62.127,32.54,13.303,0.72955,1.1165,227.54,19.966,2.3767,3.2992,3.5064,1072.1,2.1957,0.59957,5.4443,1.2677,6.1042,35.779,3.2945,2014-02-23 00:00:00+00:00,1.0,
369,2.5139,44.657,7.7561,0.8889,1.424,5.5816,6.0976,102.43,3.0272,1.2055,,10.92,1.1118,11645.0,6.5069,62.064,32.553,13.26,0.72807,1.1098,225.88,19.921,2.3431,3.2834,3.504,1074.3,2.1802,0.6004,5.4331,1.2678,6.0269,35.558,3.2839,2014-02-24 00:00:00+00:00,1.0,
370,2.5155,44.607,7.759,0.88868,1.4249,5.5803,6.1251,102.36,3.0315,1.2021,,10.801,1.1138,11615.0,6.505,62.135,32.552,13.259,0.72854,1.1096,226.1,19.907,2.3418,3.2916,3.5168,1068.3,2.2192,0.5993,5.4366,1.2651,6.052,36.039,3.2753,2014-02-26 00:00:00+00:00,1.0,
371,2.4997,44.649,7.7586,0.87982,1.4159,5.5378,6.1451,101.81,3.0172,1.1873,,10.684,1.1159,11612.0,6.4088,61.758,32.627,13.255,0.72396,1.1118,224.75,19.796,2.3253,3.2591,3.4897,1066.6,2.212,0.59817,5.4025,1.266,5.9907,36.157,3.277,2014-02-28 00:00:00+00:00,1.0,
372,2.4997,44.649,7.7586,0.87982,1.4159,5.5378,6.1451,101.81,3.0172,1.1873,,10.684,1.1159,11612.0,6.4088,61.758,32.627,13.255,0.72396,1.1118,224.75,19.796,2.3253,3.2591,3.4897,1066.6,2.212,0.59817,5.4025,1.266,5.9907,36.157,3.277,2014-03-01 00:00:00+00:00,1.0,
373,2.4997,44.649,7.7586,0.87982,1.4159,5.5378,6.1451,101.81,3.0172,1.1873,,10.684,1.1159,11612.0,6.4088,61.758,32.627,13.255,0.72396,1.1118,224.75,19.796,2.3253,3.2591,3.4897,1066.6,2.212,0.59817,5.4025,1.266,5.9907,36.157,3.277,2014-03-02 00:00:00+00:00,1.0,
374,2.5078,44.77,7.7607,0.88408,1.4205,5.5582,6.1421,101.83,3.0407,1.192,,10.835,1.118,11590.0,6.4354,61.865,32.415,13.29,0.72632,1.1072,226.0,19.879,2.3315,3.2817,3.4903,1071.0,2.2167,0.59893,5.4203,1.2688,5.9911,36.135,3.272,2014-03-04 00:00:00+00:00,1.0,
375,2.5144,44.784,7.7607,0.88742,1.4243,5.5742,6.1286,102.47,3.0436,1.1885,,10.731,1.1138,11587.0,6.4462,61.755,32.296,13.25,0.72823,1.1062,225.37,19.919,2.3417,3.2841,3.4886,1071.0,2.2073,0.59838,5.4345,1.2688,5.9937,35.996,3.2721,2014-03-05 00:00:00+00:00,1.0,
376,2.512,44.559,7.7606,0.88687,1.4229,5.5694,6.1206,102.74,3.0444,1.179,,10.65,1.1035,11453.0,6.4242,61.11,32.29,13.191,0.72754,1.1031,225.4,19.908,2.3176,3.2732,3.4813,1065.0,2.2012,0.59905,5.4294,1.2642,5.9851,36.298,3.2608,2014-03-06 00:00:00+00:00,1.0,
377,2.4851,44.314,7.7602,0.87743,1.4077,5.5107,6.1256,102.94,3.0171,1.1761,,10.636,1.0951,11387.0,6.3761,61.061,32.268,13.168,0.71974,1.0984,223.12,19.673,2.331,3.2369,3.455,1062.2,2.194,0.5963,5.3714,1.2633,5.958,36.347,3.2565,2014-03-07 00:00:00+00:00,1.0,
378,2.4874,44.499,7.761,0.87832,1.409,5.5151,6.1402,103.3,3.0266,1.182,,10.748,1.1065,11424.0,6.3926,60.843,32.379,13.186,0.72041,1.1108,225.01,19.702,2.3308,3.2407,3.4779,1066.6,2.2147,0.60068,5.3762,1.2675,5.9664,36.397,3.2833,2014-03-10 00:00:00+00:00,1.0,
379,2.5317,45.024,7.757,0.89705,1.4341,5.6082,6.0604,102.11,3.0652,1.209,,11.122,1.1189,12173.0,6.4861,62.354,32.813,13.299,0.73325,1.1045,227.95,20.199,2.3943,3.2811,3.5222,1071.6,2.2181,0.60977,5.4717,1.2698,6.1285,34.758,3.3439,2014-02-10 00:00:00+00:00,1.0,
380,2.5146,44.599,7.7554,0.89003,1.4244,5.5807,6.0682,102.52,3.0251,1.2033,,10.856,1.1079,11845.0,6.4977,62.109,32.45,13.209,0.72828,1.0967,225.9,19.949,2.3971,3.2702,3.512,1065.8,2.18,0.59959,5.4343,1.261,6.076,35.251,3.2975,2014-02-18 00:00:00+00:00,1.0,
381,2.512,44.611,7.7555,0.88861,1.4229,5.5786,6.0762,101.91,3.0363,1.2015,,10.948,1.1071,11753.0,6.5029,62.226,32.549,13.275,0.72754,1.095,227.91,19.956,2.4059,3.2745,3.5075,1067.3,2.19,0.60029,5.429,1.2612,6.052,35.753,3.295,2014-02-19 00:00:00+00:00,1.0,
382,2.5192,44.783,7.7557,0.89034,1.427,5.5956,6.0845,102.08,3.0498,1.2079,,11.08,1.114,11804.0,6.5377,62.365,32.599,13.33,0.72961,1.1082,228.79,19.978,2.3886,3.3012,3.5152,1075.8,2.2101,0.59974,5.4447,1.266,6.1013,35.835,3.3095,2014-02-20 00:00:00+00:00,1.0,
383,2.5078,44.744,7.7586,0.88096,1.4205,5.5575,6.1439,101.33,3.0453,1.1945,,10.796,1.1209,11599.0,6.439,62.021,32.552,13.292,0.72632,1.1097,227.08,19.868,2.3333,3.2806,3.4922,1070.1,2.2208,0.5978,5.4202,1.2682,6.0412,36.377,3.2846,2014-03-03 00:00:00+00:00,1.0,
384,2.519,44.57,7.7559,0.88969,1.4269,5.5946,6.0914,102.5,3.0394,1.208,,11.043,1.115,11744.0,6.5626,62.127,32.54,13.303,0.72955,1.1165,227.54,19.966,2.3767,3.2992,3.5064,1072.1,2.1957,0.59957,5.4443,1.2677,6.1042,35.779,3.2945,2014-02-21 00:00:00+00:00,1.0,
385,2.4851,44.314,7.7602,0.87743,1.4077,5.5107,6.1256,102.94,3.0171,1.1761,,10.636,1.0951,11387.0,6.3761,61.061,32.268,13.168,0.71974,1.0984,223.12,19.673,2.331,3.2369,3.455,1062.2,2.194,0.5963,5.3714,1.2633,5.958,36.347,3.2565,2014-03-09 00:00:00+00:00,1.0,
386,2.5249,44.955,7.7558,0.89331,1.4302,5.5982,6.0639,101.95,3.0475,1.1992,,11.095,1.1157,11985.0,6.4429,62.336,32.59,13.362,0.73126,1.1003,227.91,20.132,2.427,3.2865,3.5089,1065.4,2.206,0.60073,5.4566,1.2678,6.0962,35.172,3.3225,2014-02-13 00:00:00+00:00,1.0,
387,2.5104,44.619,7.7592,0.88651,1.422,5.5766,6.1233,102.26,3.0191,1.2002,,10.738,1.108,11643.0,6.4936,61.903,32.552,13.256,0.72706,1.1075,224.75,19.882,2.335,3.2817,3.5185,1073.2,2.208,0.59906,5.4256,1.2647,6.0259,35.622,3.2805,2014-02-25 00:00:00+00:00,1.0,
388,2.5284,44.699,7.7585,0.89052,1.4322,5.6079,6.1283,101.9,3.0594,1.195,,10.764,1.1194,11665.0,6.5308,61.985,32.552,13.333,0.73228,1.1131,227.67,20.02,2.3505,3.2964,3.5157,1069.3,2.2235,0.60072,5.4646,1.266,6.0585,36.178,3.2801,2014-02-27 00:00:00+00:00,1.0,
389,2.4851,44.314,7.7602,0.87743,1.4077,5.5107,6.1256,102.94,3.0171,1.1761,,10.636,1.0951,11387.0,6.3761,61.061,32.268,13.168,0.71974,1.0984,223.12,19.673,2.331,3.2369,3.455,1062.2,2.194,0.5963,5.3714,1.2633,5.958,36.347,3.2565,2014-03-08 00:00:00+00:00,1.0,
390,2.493,44.438,7.7617,0.87906,1.4121,5.5296,6.1401,103.29,3.0448,1.1783,,10.795,1.1069,11444.0,6.3745,60.954,32.287,13.232,0.72202,1.1112,225.81,19.747,2.3458,3.249,3.4747,1065.3,2.2281,0.60188,5.3882,1.2671,5.9484,36.41,3.2804,2014-03-11 00:00:00+00:00,1.0,
391,2.4765,44.541,7.765,0.87218,1.4028,5.4938,6.1373,102.78,3.029,1.1647,,10.729,1.1026,11395.0,6.3474,61.18,32.32,13.19,0.71726,1.1066,223.57,19.621,2.344,3.2319,3.4611,1067.6,2.2256,0.59923,5.3532,1.2643,5.9228,36.444,3.274,2014-03-13 00:00:00+00:00,1.0,
392,2.4869,44.671,7.7658,0.87324,1.4087,5.514,6.1499,101.29,3.0555,1.1719,,10.761,1.1079,11330.0,6.3869,61.19,32.288,13.292,0.72025,1.1087,226.56,19.705,2.366,3.2496,3.4661,1071.7,2.2357,0.6026,5.3755,1.2654,5.9835,36.683,3.2801,2014-03-14 00:00:00+00:00,1.0,
393,2.4869,44.671,7.7658,0.87324,1.4087,5.514,6.1499,101.29,3.0555,1.1719,,10.761,1.1079,11330.0,6.3869,61.19,32.288,13.292,0.72025,1.1087,226.56,19.705,2.366,3.2496,3.4661,1071.7,2.2357,0.6026,5.3755,1.2654,5.9835,36.683,3.2801,2014-03-15 00:00:00+00:00,1.0,
394,2.483,44.643,7.765,0.87401,1.4064,5.5072,6.1768,101.72,3.0361,1.1675,,10.729,1.101,11292.0,6.3716,61.294,32.247,13.211,0.71911,1.1069,224.58,19.712,2.3529,3.2416,3.4595,1067.8,2.2244,0.60172,5.367,1.2652,5.9543,36.481,3.277,2014-03-17 00:00:00+00:00,1.0,
395,2.4817,44.853,7.7647,0.87451,1.4057,5.5055,6.1965,101.57,3.0175,1.1602,,10.719,1.0975,11314.0,6.3494,60.945,32.167,13.156,0.71875,1.1173,222.87,19.737,2.3354,3.2283,3.462,1070.1,2.2217,0.60145,5.3648,1.2661,5.9782,35.923,3.2823,2014-03-19 00:00:00+00:00,1.0,
396,2.5089,45.286,7.7634,0.88577,1.4212,5.5681,6.2286,102.35,3.0538,1.1742,,10.94,1.1086,11495.0,6.4363,61.333,32.52,13.285,0.72664,1.1268,226.97,19.974,2.3467,3.2652,3.4844,1082.3,2.2373,0.60642,5.4238,1.277,6.0823,36.117,3.2964,2014-03-20 00:00:00+00:00,1.0,
397,2.5057,45.272,7.762,0.88403,1.4193,5.5606,6.2258,102.37,3.0461,1.1717,,10.883,1.103,11424.0,6.4253,60.925,32.36,13.258,0.72569,1.1201,226.84,19.926,2.3322,3.2546,3.4771,1080.3,2.2396,0.60646,5.417,1.2748,6.0737,36.306,3.3085,2014-03-21 00:00:00+00:00,1.0,
398,2.5057,45.272,7.762,0.88403,1.4193,5.5606,6.2258,102.37,3.0461,1.1717,,10.883,1.103,11424.0,6.4253,60.925,32.36,13.258,0.72569,1.1201,226.84,19.926,2.3322,3.2546,3.4771,1080.3,2.2396,0.60646,5.417,1.2748,6.0737,36.306,3.3085,2014-03-22 00:00:00+00:00,1.0,
