,USDLTL,USDPHP,USDHKD,USDCHF,USDBGN,USDHRK,USDCNY,USDJPY,USDPLN,USDNZD,USDLVL,USDZAR,USDAUD,USDIDR,USDSEK,USDINR,USDTHB,USDMXN,USDEUR,USDCAD,USDHUF,USDCZK,USDBRL,USDRON,USDILS,USDKRW,USDTRY,USDGBP,USDDKK,USDSGD,USDNOK,USDRUB,USDMYR,time,USDUSD,USDEEK
1064,,47.414,7.7591,1.0102,1.8082,7.0886,6.5755,118.1,4.0179,1.5273,,16.489,1.425,13820.0,8.5484,66.865,36.245,17.824,0.92456,1.4221,291.63,24.982,3.9954,4.1882,3.9418,1203.0,3.0165,0.6936,6.8985,1.4323,8.8376,76.1,4.3807,2016-01-13 00:00:00+00:00,1.0,
1065,,47.903,7.7934,1.0034,1.792,7.0235,6.5868,117.1,4.0433,1.5671,,16.699,1.4564,13989.0,8.5646,67.79,36.38,18.131,0.91625,1.4522,288.02,24.758,4.0443,4.1575,3.9513,1217.7,3.0427,0.69773,6.8381,1.4417,8.8038,77.599,4.4238,2016-01-15 00:00:00+00:00,1.0,
1066,,47.724,7.7909,1.0131,1.8096,7.0957,6.5788,118.22,4.1254,1.5365,,16.482,1.423,13835.0,8.5805,67.63,36.011,18.52,0.92524,1.4171,288.86,25.006,4.1219,4.1888,3.9734,1196.2,3.0137,0.69818,6.9042,1.4268,8.7606,79.472,4.2846,2016-01-24 00:00:00+00:00,1.0,
1067,,47.98,7.7951,1.0153,1.8084,7.0915,6.5794,118.42,4.1322,1.5467,,16.512,1.4328,13856.0,8.5768,67.773,35.94,18.49,0.92464,1.4194,289.14,24.985,4.0939,4.1846,3.9788,1196.0,3.0199,0.70171,6.9,1.4303,8.7457,79.557,4.2726,2016-01-25 00:00:00+00:00,1.0,
1068,,46.844,7.7502,0.99522,1.7965,7.0157,6.4855,120.39,3.9165,1.4626,,15.572,1.3683,13815.0,8.4408,66.154,36.05,17.373,0.91853,1.3884,290.24,24.821,3.9604,4.1554,3.902,1176.4,2.9177,0.67415,6.8546,1.4161,8.8206,74.101,4.3133,2016-01-03 00:00:00+00:00,1.0,
1069,,47.135,7.7529,1.0006,1.7996,7.0298,6.5948,117.54,4.0037,1.5149,,16.101,1.4308,13930.0,8.537,66.895,36.292,17.683,0.92013,1.4133,290.57,24.871,4.0487,4.1671,3.929,1202.5,3.0172,0.68591,6.8638,1.4365,8.923,75.247,4.4078,2016-01-07 00:00:00+00:00,1.0,
1070,,47.145,7.7628,0.99991,1.8008,7.0368,6.5903,118.32,4.0073,1.5146,,16.009,1.4267,13913.0,8.5296,66.68,36.265,17.791,0.92073,1.4106,290.52,24.88,4.0222,4.1686,3.922,1201.4,2.9915,0.68612,6.8684,1.4369,8.9135,74.038,4.384,2016-01-10 00:00:00+00:00,1.0,
1071,,47.889,7.8198,1.0051,1.7955,7.0421,6.5791,116.98,4.1259,1.5551,,16.657,1.4463,13908.0,8.586,67.996,36.265,18.555,0.91802,1.4459,288.64,24.845,4.1522,4.1601,3.9729,1213.3,3.0385,0.70855,6.8512,1.4385,8.9078,84.243,4.3898,2016-01-21 00:00:00+00:00,1.0,
1072,,48.031,7.7972,1.0158,1.8047,7.0737,6.5806,118.32,4.1471,1.5481,,16.506,1.4349,13846.0,8.5489,67.897,35.863,18.572,0.92276,1.4221,288.58,24.934,4.1031,4.1846,3.9756,1203.1,3.0173,0.70218,6.8859,1.4301,8.7532,80.07,4.2756,2016-01-26 00:00:00+00:00,1.0,
1073,,47.8,7.7919,1.0138,1.7938,7.0249,6.5766,118.88,4.0846,1.5476,,16.306,1.4142,13864.0,8.534,68.225,35.831,18.341,0.91718,1.4085,287.42,24.783,4.1047,4.164,3.9558,1207.4,2.9795,0.69915,6.8445,1.4268,8.6641,76.586,4.1981,2016-01-28 00:00:00+00:00,1.0,
1074,,47.158,7.7504,0.99936,1.7946,7.0118,6.534,119.09,3.9415,1.4816,,15.559,1.3904,13943.0,8.414,66.633,36.16,17.375,0.9176,1.3922,289.4,24.796,4.0395,4.1448,3.9144,1191.0,2.954,0.67728,6.8471,1.4253,8.8525,73.109,4.346,2016-01-04 00:00:00+00:00,1.0,
1075,,46.874,7.7514,1.0094,1.82,7.1085,6.5209,119.0,4.0093,1.489,,15.6,1.3942,13846.0,8.5832,66.587,36.121,17.29,0.93058,1.3936,293.32,25.146,4.0036,4.2125,3.9218,1188.3,2.9787,0.68151,6.9426,1.4247,8.9224,73.387,4.343,2016-01-05 00:00:00+00:00,1.0,
1076,,47.903,7.7934,1.0034,1.792,7.0235,6.5868,117.1,4.0433,1.5671,,16.699,1.4564,13989.0,8.5646,67.79,36.38,18.131,0.91625,1.4522,288.02,24.758,4.0443,4.1575,3.9513,1217.7,3.0427,0.69773,6.8381,1.4417,8.8038,77.599,4.4238,2016-01-16 00:00:00+00:00,1.0,
1077,,47.608,7.8065,1.005,1.7996,7.0441,6.5786,117.89,4.0839,1.5424,,16.665,1.4421,13811.0,8.5785,67.615,36.279,18.118,0.92013,1.4492,289.44,24.865,4.0263,4.1687,3.9589,1202.5,3.0392,0.70365,6.8668,1.4347,8.8525,78.436,4.3734,2016-01-19 00:00:00+00:00,1.0,
1078,,47.145,7.7628,0.99991,1.8008,7.0368,6.5903,118.32,4.0073,1.5146,,16.009,1.4267,13913.0,8.5296,66.68,36.265,17.791,0.92073,1.4106,290.52,24.88,4.0222,4.1686,3.922,1201.4,2.9915,0.68612,6.8684,1.4369,8.9135,74.038,4.384,2016-01-08 00:00:00+00:00,1.0,
1079,,47.775,7.7983,1.005,1.7956,7.0359,6.579,117.32,4.0953,1.5481,,16.79,1.4515,13921.0,8.5761,67.689,36.28,18.243,0.91811,1.4506,289.59,24.823,4.0331,4.165,3.9561,1209.5,3.0391,0.70017,6.8521,1.439,8.8944,79.133,4.3965,2016-01-18 00:00:00+00:00,1.0,
1080,,47.694,7.7931,1.0205,1.791,7.0147,6.576,121.11,4.0658,1.5374,,16.019,1.4092,13707.0,8.5607,67.861,35.69,18.32,0.91575,1.4069,285.74,24.749,4.0562,4.1531,3.9454,1207.5,2.9638,0.69973,6.8341,1.424,8.6854,75.867,4.148,2016-01-30 00:00:00+00:00,1.0,
1081,,47.694,7.7931,1.0205,1.791,7.0147,6.576,121.11,4.0658,1.5374,,16.019,1.4092,13707.0,8.5607,67.861,35.69,18.32,0.91575,1.4069,285.74,24.749,4.0562,4.1531,3.9454,1207.5,2.9638,0.69973,6.8341,1.424,8.6854,75.867,4.148,2016-01-31 00:00:00+00:00,1.0,
1082,,47.901,7.799,1.0166,1.7889,7.0123,6.5779,119.44,4.0229,1.5147,,16.185,1.4163,13756.0,8.5594,68.042,35.854,18.394,0.91466,1.3934,284.05,24.719,3.9587,4.1245,3.9623,1216.4,2.9395,0.68901,6.8255,1.4297,8.7019,78.653,4.2185,2016-02-03 00:00:00+00:00,1.0,
1083,,47.623,7.7884,0.9967,1.7453,6.8365,6.576,117.34,3.94,1.4883,,15.855,1.3873,13627.0,8.3916,67.696,35.652,18.124,0.89238,1.3712,277.07,24.113,3.8806,4.0235,3.9077,1192.9,2.9002,0.68352,6.6597,1.4028,8.5111,76.815,4.1161,2016-02-04 00:00:00+00:00,1.0,
1084,,47.555,7.7871,0.99098,1.7459,6.8327,6.5724,116.68,3.9398,1.4868,,15.853,1.3911,13548.0,8.4204,67.654,35.51,18.21,0.8927,1.3751,276.69,24.136,3.8791,4.0196,3.8756,1190.8,2.9011,0.68715,6.6621,1.3958,8.54,76.776,4.1535,2016-02-05 00:00:00+00:00,1.0,
1085,,47.555,7.7871,0.99098,1.7459,6.8327,6.5724,116.68,3.9398,1.4868,,15.853,1.3911,13548.0,8.4204,67.654,35.51,18.21,0.8927,1.3751,276.69,24.136,3.8791,4.0196,3.8756,1190.8,2.9011,0.68715,6.6621,1.3958,8.54,76.776,4.1535,2016-02-07 00:00:00+00:00,1.0,
1086,,47.819,7.7904,0.9955,1.7618,6.8872,6.5755,116.3,3.9953,1.5136,,16.204,1.4166,13674.0,8.4954,68.034,35.545,18.66,0.90082,1.3951,279.88,24.378,3.8956,4.0355,3.8929,1210.2,2.9476,0.69579,6.7229,1.4089,8.6375,77.328,4.1854,2016-02-08 00:00:00+00:00,1.0,
1087,,47.504,7.7886,0.97463,1.7346,6.769,6.5733,112.7,3.9121,1.5047,,15.893,1.4103,13492.0,8.3858,68.241,35.6,19.233,0.88692,1.3923,275.06,24.003,3.9988,3.9682,3.8812,1206.2,2.9295,0.68945,6.6201,1.3974,8.583,79.455,4.1645,2016-02-13 00:00:00+00:00,1.0,
1088,,47.504,7.7886,0.97463,1.7346,6.769,6.5733,112.7,3.9121,1.5047,,15.893,1.4103,13492.0,8.3858,68.241,35.6,19.233,0.88692,1.3923,275.06,24.003,3.9988,3.9682,3.8812,1206.2,2.9295,0.68945,6.6201,1.3974,8.583,79.455,4.1645,2016-02-14 00:00:00+00:00,1.0,
1089,,47.542,7.779,0.99495,1.7645,6.8725,6.5177,113.83,3.9532,1.5092,,15.397,1.3981,13489.0,8.482,68.519,35.567,18.234,0.9022,1.3685,279.22,24.387,4.0172,4.0252,3.9071,1229.0,2.9668,0.69599,6.7336,1.4042,8.5921,75.313,4.1715,2016-02-18 00:00:00+00:00,1.0,
1090,,47.623,7.7747,0.99288,1.7626,6.8655,6.5229,113.01,3.9453,1.5105,,15.445,1.4064,13508.0,8.4569,68.468,35.75,18.289,0.90123,1.3765,278.58,24.354,4.0424,4.0258,3.9122,1233.5,2.9653,0.70039,6.7254,1.4074,8.5939,76.777,4.221,2016-02-19 00:00:00+00:00,1.0,
1091,,47.623,7.7747,0.99288,1.7626,6.8655,6.5229,113.01,3.9453,1.5105,,15.445,1.4064,13508.0,8.4569,68.468,35.75,18.289,0.90123,1.3765,278.58,24.354,4.0424,4.0258,3.9122,1233.5,2.9653,0.70039,6.7254,1.4074,8.5939,76.777,4.221,2016-02-21 00:00:00+00:00,1.0,
1092,,47.639,7.7697,0.99166,1.7736,6.9121,6.5318,112.46,3.9522,1.4951,,15.567,1.3868,13411.0,8.5071,68.875,35.66,18.138,0.90686,1.3626,281.91,24.533,3.9473,4.0512,3.9009,1239.4,2.9245,0.7157,6.7668,1.4023,8.6527,76.139,4.2169,2016-02-25 00:00:00+00:00,1.0,
1093,,47.498,7.7695,0.993,1.777,6.9262,6.5377,113.05,3.9643,1.4853,,15.676,1.3879,13370.0,8.5144,68.691,35.65,18.102,0.9086,1.3546,282.14,24.59,3.9393,4.0559,3.9006,1236.0,2.939,0.71547,6.7781,1.4018,8.6539,75.454,4.2115,2016-02-26 00:00:00+00:00,1.0,
1094,,47.498,7.7695,0.993,1.777,6.9262,6.5377,113.05,3.9643,1.4853,,15.676,1.3879,13370.0,8.5144,68.691,35.65,18.102,0.9086,1.3546,282.14,24.59,3.9393,4.0559,3.9006,1236.0,2.939,0.71547,6.7781,1.4018,8.6539,75.454,4.2115,2016-02-27 00:00:00+00:00,1.0,
1095,,47.498,7.7695,0.993,1.777,6.9262,6.5377,113.05,3.9643,1.4853,,15.676,1.3879,13370.0,8.5144,68.691,35.65,18.102,0.9086,1.3546,282.14,24.59,3.9393,4.0559,3.9006,1236.0,2.939,0.71547,6.7781,1.4018,8.6539,75.454,4.2115,2016-02-28 00:00:00+00:00,1.0,
1096,,47.858,7.7842,1.0209,1.7912,7.0222,6.58,120.74,4.0347,1.5422,,16.099,1.4173,13687.0,8.5573,67.984,35.75,18.341,0.91583,1.4005,285.42,24.751,3.9898,4.1341,3.9528,1211.3,2.9524,0.69475,6.8347,1.4274,8.7209,79.102,4.2147,2016-02-02 00:00:00+00:00,1.0,
1097,,47.555,7.7871,0.99098,1.7459,6.8327,6.5724,116.68,3.9398,1.4868,,15.853,1.3911,13548.0,8.4204,67.654,35.51,18.21,0.8927,1.3751,276.69,24.136,3.8791,4.0196,3.8756,1190.8,2.9011,0.68715,6.6621,1.3958,8.54,76.776,4.1535,2016-02-06 00:00:00+00:00,1.0,
1098,,47.426,7.7895,0.97362,1.7374,6.7824,6.5743,114.97,3.9344,1.5027,,15.846,1.4078,13447.0,8.4536,67.855,35.35,18.713,0.88834,1.3859,276.82,24.013,3.8872,3.9824,3.8722,1190.7,2.9266,0.68693,6.6304,1.3924,8.5453,78.671,4.1217,2016-02-10 00:00:00+00:00,1.0,
1099,,47.504,7.7886,0.97463,1.7346,6.769,6.5733,112.7,3.9121,1.5047,,15.893,1.4103,13492.0,8.3858,68.241,35.6,19.233,0.88692,1.3923,275.06,24.003,3.9988,3.9682,3.8812,1206.2,2.9295,0.68945,6.6201,1.3974,8.583,79.455,4.1645,2016-02-12 00:00:00+00:00,1.0,
1100,,47.623,7.7747,0.99288,1.7626,6.8655,6.5229,113.01,3.9453,1.5105,,15.445,1.4064,13508.0,8.4569,68.468,35.75,18.289,0.90123,1.3765,278.58,24.354,4.0424,4.0258,3.9122,1233.5,2.9653,0.70039,6.7254,1.4074,8.5939,76.777,4.221,2016-02-20 00:00:00+00:00,1.0,
1101,,47.63,7.7706,0.99837,1.7738,6.92,6.5218,113.23,3.9585,1.4984,,15.281,1.3896,13445.0,8.4865,68.561,35.75,18.08,0.90695,1.372,279.19,24.508,3.9683,4.0601,3.9077,1225.5,2.9487,0.70962,6.7676,1.403,8.6096,75.723,4.1875,2016-02-22 00:00:00+00:00,1.0,
1102,,47.625,7.7695,0.99264,1.7777,6.9315,6.5274,111.91,3.9691,1.4954,,15.125,1.3817,13395.0,8.4994,68.538,35.74,18.085,0.90893,1.3739,279.61,24.566,3.9602,4.0582,3.9052,1230.2,2.9356,0.70883,6.7822,1.4074,8.5975,75.258,4.2125,2016-02-23 00:00:00+00:00,1.0,
1103,,47.67,7.771,0.9939,1.7811,6.9447,6.538,111.88,3.9778,1.5135,,15.541,1.395,13447.0,8.5271,68.562,35.71,18.288,0.91066,1.3839,282.81,24.631,3.9881,4.0775,3.9261,1238.1,2.9447,0.71883,6.7955,1.4095,8.7294,77.123,4.244,2016-02-24 00:00:00+00:00,1.0,
1104,,47.714,7.781,1.0195,1.7969,7.0383,6.5789,121.27,4.0382,1.5454,,16.08,1.4128,13640.0,8.5295,67.907,35.612,18.266,0.91878,1.4014,286.53,24.826,3.9977,4.1571,3.9508,1204.0,2.9648,0.69919,6.8564,1.4241,8.6512,76.227,4.1662,2016-02-01 00:00:00+00:00,1.0,
1105,,47.74,7.795,0.97873,1.7407,6.8014,6.5792,114.87,3.9632,1.5206,,16.194,1.4314,13623.0,8.4676,68.045,35.448,18.861,0.89,1.3904,277.28,24.082,3.8929,3.9999,3.8853,1207.0,2.9507,0.69371,6.6425,1.4033,8.6067,78.671,4.1723,2016-02-09 00:00:00+00:00,1.0,
1106,,47.548,7.7911,0.9718,1.7236,6.7323,6.5737,112.19,3.9204,1.4958,,15.853,1.4117,13471.0,8.3888,68.437,35.247,19.041,0.88129,1.3961,274.94,23.856,3.9514,3.9467,3.891,1201.0,2.9274,0.69393,6.5778,1.3901,8.556,80.098,4.145,2016-02-11 00:00:00+00:00,1.0,
1107,,47.406,7.785,0.9847,1.7494,6.8157,6.4943,114.13,3.9307,1.5002,,15.752,1.3975,13370.0,8.485,68.072,35.615,18.865,0.89445,1.3823,276.6,24.183,3.9863,3.9972,3.8893,1209.5,2.9435,0.69052,6.676,1.3992,8.6148,77.208,4.1345,2016-02-15 00:00:00+00:00,1.0,
1108,,47.628,7.7913,0.99084,1.7563,6.8402,6.527,114.13,3.9493,1.5178,,15.654,1.4035,13487.0,8.506,68.499,35.63,18.737,0.89799,1.3817,278.33,24.285,4.0289,4.0005,3.9036,1228.6,2.9599,0.69895,6.703,1.4101,8.6166,76.498,4.2151,2016-02-17 00:00:00+00:00,1.0,
1109,,47.51,7.787,0.98675,1.7516,6.8216,6.5145,113.76,3.9461,1.5163,,15.733,1.3975,13432.0,8.4849,68.42,35.635,18.848,0.89558,1.3819,278.3,24.207,4.0151,3.9954,3.9103,1216.8,2.9575,0.69479,6.6849,1.4021,8.6019,77.422,4.181,2016-02-16 00:00:00+00:00,1.0,
1110,,47.405,7.7747,1.0024,1.7963,7.0043,6.5532,113.1,3.9992,1.5207,,16.032,1.4015,13372.0,8.5616,68.316,35.66,18.185,0.91844,1.3563,285.87,24.85,3.9855,4.1107,3.9085,1237.6,2.9641,0.72171,6.8518,1.4075,8.7292,75.903,4.2129,2016-02-29 00:00:00+00:00,1.0,
1111,,47.223,7.7758,0.9989,1.7989,7.0146,6.5517,113.08,3.9982,1.5154,,15.822,1.3977,13337.0,8.6139,67.853,35.604,18.016,0.91979,1.352,285.27,24.886,4.0029,4.1072,3.8937,1232.6,2.9515,0.7156,6.8608,1.4016,8.6525,73.792,4.1541,2016-03-01 00:00:00+00:00,1.0,
1112,,47.28,7.7745,0.99899,1.8016,7.0044,6.5517,114.29,3.9883,1.5111,,15.669,1.3826,13306.0,8.6022,67.531,35.57,17.89,0.92115,1.3444,285.52,24.913,3.917,4.1069,3.8864,1229.1,2.9387,0.71306,6.8699,1.4025,8.6791,73.759,4.165,2016-03-02 00:00:00+00:00,1.0,
1113,,46.978,7.775,0.9944,1.7941,6.9732,6.5405,113.96,3.9757,1.4913,,15.709,1.3624,13235.0,8.5882,67.275,35.48,17.899,0.91735,1.3434,283.41,24.821,3.8482,4.0899,3.8897,1213.3,2.9282,0.71035,6.8402,1.3905,8.6455,73.465,4.1246,2016-03-03 00:00:00+00:00,1.0,
1114,,46.787,7.7659,0.99344,1.7829,6.9225,6.516,113.74,3.9483,1.4789,,15.613,1.3545,13135.0,8.5091,67.084,35.39,17.831,0.91158,1.3416,281.96,24.665,3.7223,4.0714,3.9061,1203.1,2.9195,0.70632,6.8012,1.381,8.5533,73.078,4.1112,2016-03-04 00:00:00+00:00,1.0,
1115,,46.787,7.7659,0.99344,1.7829,6.9225,6.516,113.74,3.9483,1.4789,,15.613,1.3545,13135.0,8.5091,67.084,35.39,17.831,0.91158,1.3416,281.96,24.665,3.7223,4.0714,3.9061,1203.1,2.9195,0.70632,6.8012,1.381,8.5533,73.078,4.1112,2016-03-05 00:00:00+00:00,1.0,
1116,,46.912,7.7678,1.0008,1.7856,6.9189,6.517,113.62,3.9513,1.481,,15.371,1.349,13090.0,8.519,67.088,35.41,17.828,0.91299,1.3377,282.69,24.702,3.7641,4.074,3.9135,1204.2,2.9229,0.707,6.8114,1.3821,8.5441,71.873,4.0829,2016-03-07 00:00:00+00:00,1.0,
1117,,46.947,7.7671,0.99311,1.7735,6.8712,6.5056,112.99,3.9241,1.4782,,15.368,1.3415,13143.0,8.4991,67.307,35.39,17.813,0.90678,1.3325,281.27,24.536,3.7804,4.0489,3.9094,1205.9,2.918,0.70374,6.7659,1.3837,8.5496,71.72,4.1102,2016-03-08 00:00:00+00:00,1.0,
1118,,46.588,7.7645,1.0077,1.8014,6.9697,6.5199,114.09,3.9533,1.4992,,15.072,1.3376,13050.0,8.507,66.928,35.29,17.669,0.92106,1.3285,285.54,24.903,3.6585,4.1066,3.9014,1200.1,2.8822,0.70671,6.8699,1.3828,8.5591,70.403,4.093,2016-03-10 00:00:00+00:00,1.0,
1119,,46.497,7.761,0.9872,1.7636,6.83,6.5031,113.77,3.8863,1.4949,,15.241,1.3315,13061.0,8.394,67.013,35.11,17.75,0.90171,1.3253,279.78,24.399,3.643,4.0279,3.8794,1190.2,2.8754,0.69968,6.7266,1.377,8.5086,69.846,4.0876,2016-03-11 00:00:00+00:00,1.0,
1120,,46.497,7.761,0.9872,1.7636,6.83,6.5031,113.77,3.8863,1.4949,,15.241,1.3315,13061.0,8.394,67.013,35.11,17.75,0.90171,1.3253,279.78,24.399,3.643,4.0279,3.8794,1190.2,2.8754,0.69968,6.7266,1.377,8.5086,69.846,4.0876,2016-03-12 00:00:00+00:00,1.0,
1121,,46.497,7.761,0.9872,1.7636,6.83,6.5031,113.77,3.8863,1.4949,,15.241,1.3315,13061.0,8.394,67.013,35.11,17.75,0.90171,1.3253,279.78,24.399,3.643,4.0279,3.8794,1190.2,2.8754,0.69968,6.7266,1.377,8.5086,69.846,4.0876,2016-03-13 00:00:00+00:00,1.0,
1122,,46.573,7.7573,0.98651,1.759,6.8037,6.4961,113.64,3.8526,1.4921,,15.401,1.327,13044.0,8.347,67.061,35.04,17.776,0.89936,1.3254,278.9,24.328,3.6209,4.0164,3.8792,1186.1,2.8824,0.69636,6.7079,1.3743,8.4666,70.68,4.1142,2016-03-14 00:00:00+00:00,1.0,
1123,,46.732,7.7594,0.98605,1.7606,6.8044,6.5115,112.85,3.8607,1.5041,,15.854,1.3392,13178.0,8.3195,67.358,35.11,17.866,0.90017,1.3351,279.53,24.343,3.7079,4.0254,3.8919,1194.3,2.8921,0.70536,6.7132,1.3794,8.5336,70.867,4.1429,2016-03-15 00:00:00+00:00,1.0,
1124,,46.775,7.7617,0.9906,1.7677,6.8379,6.5239,113.59,3.8886,1.5193,,16.213,1.3477,13267.0,8.3365,67.235,35.069,17.941,0.90383,1.3375,281.48,24.449,3.8163,4.046,3.9019,1194.9,2.925,0.71159,6.7394,1.3842,8.5882,71.048,4.1729,2016-03-16 00:00:00+00:00,1.0,
1125,,46.415,7.7546,0.96808,1.734,6.6766,6.4755,111.53,3.7791,1.4673,,15.251,1.3125,13081.0,8.2253,66.284,34.84,17.26,0.8866,1.2968,275.13,23.969,3.6168,3.9647,3.8467,1158.0,2.8565,0.69027,6.6089,1.3545,8.3439,67.426,4.0532,2016-03-18 00:00:00+00:00,1.0,
1126,,46.415,7.7546,0.96808,1.734,6.6766,6.4755,111.53,3.7791,1.4673,,15.251,1.3125,13081.0,8.2253,66.284,34.84,17.26,0.8866,1.2968,275.13,23.969,3.6168,3.9647,3.8467,1158.0,2.8565,0.69027,6.6089,1.3545,8.3439,67.426,4.0532,2016-03-19 00:00:00+00:00,1.0,
1127,,46.399,7.7551,0.9685,1.7352,6.6733,6.4793,111.74,3.7779,1.4768,,15.3,1.3148,13198.0,8.2103,66.536,34.93,17.383,0.88723,1.3045,275.48,23.986,3.6285,3.9649,3.8547,1160.5,2.868,0.69473,6.6138,1.3596,8.378,68.071,4.0571,2016-03-21 00:00:00+00:00,1.0,
1128,,46.309,7.7544,0.97101,1.7444,6.7232,6.4922,111.6,3.8006,1.4829,,15.336,1.3156,13176.0,8.2336,66.679,34.93,17.453,0.8919,1.3092,278.81,24.114,3.6145,3.9871,3.8525,1161.3,2.8773,0.70273,6.6483,1.361,8.4258,67.992,4.003,2016-03-22 00:00:00+00:00,1.0,
1129,,46.413,7.7547,0.9752,1.7508,6.751,6.5033,112.8,3.8101,1.4928,,15.35,1.3231,13214.0,8.2638,66.796,35.19,17.451,0.89518,1.3138,280.9,24.204,3.6344,3.9974,3.8437,1164.3,2.8745,0.70705,6.6728,1.3678,8.4919,67.897,3.999,2016-03-23 00:00:00+00:00,1.0,
1130,,46.41,7.7594,0.97499,1.7535,6.7561,6.5144,112.44,3.8361,1.4923,,15.497,1.3321,13253.0,8.3098,66.863,35.33,17.669,0.89654,1.3288,281.73,24.264,3.7041,4.0048,3.833,1167.5,2.8788,0.70771,6.6833,1.3688,8.5117,69.698,4.0305,2016-03-25 00:00:00+00:00,1.0,
1131,,46.41,7.7594,0.97499,1.7535,6.7561,6.5144,112.44,3.8361,1.4923,,15.497,1.3321,13253.0,8.3098,66.863,35.33,17.669,0.89654,1.3288,281.73,24.264,3.7041,4.0048,3.833,1167.5,2.8788,0.70771,6.6833,1.3688,8.5117,69.698,4.0305,2016-03-26 00:00:00+00:00,1.0,
1132,,46.41,7.7594,0.97499,1.7535,6.7561,6.5144,112.44,3.8361,1.4923,,15.497,1.3321,13253.0,8.3098,66.863,35.33,17.669,0.89654,1.3288,281.73,24.264,3.7041,4.0048,3.833,1167.5,2.8788,0.70771,6.6833,1.3688,8.5117,69.698,4.0305,2016-03-28 00:00:00+00:00,1.0,
1133,,46.787,7.7659,0.99344,1.7829,6.9225,6.516,113.74,3.9483,1.4789,,15.613,1.3545,13135.0,8.5091,67.084,35.39,17.831,0.91158,1.3416,281.96,24.665,3.7223,4.0714,3.9061,1203.1,2.9195,0.70632,6.8012,1.381,8.5533,73.078,4.1112,2016-03-06 00:00:00+00:00,1.0,
1134,,46.313,7.7574,0.96888,1.7291,6.6619,6.4819,111.64,3.7923,1.4636,,15.396,1.3109,13040.0,8.2163,66.642,34.79,17.521,0.8841,1.2997,274.11,23.909,3.6635,3.9586,3.8516,1160.6,2.8615,0.69152,6.5912,1.3539,8.3784,68.39,4.0595,2016-03-17 00:00:00+00:00,1.0,
1135,,46.41,7.7594,0.97499,1.7535,6.7561,6.5144,112.44,3.8361,1.4923,,15.497,1.3321,13253.0,8.3098,66.863,35.33,17.669,0.89654,1.3288,281.73,24.264,3.7041,4.0048,3.833,1167.5,2.8788,0.70771,6.6833,1.3688,8.5117,69.698,4.0305,2016-03-24 00:00:00+00:00,1.0,
1136,,46.336,7.7573,0.97508,1.7472,6.7228,6.51,113.57,3.7965,1.4827,,15.469,1.3312,13362.0,8.2803,66.53,35.44,17.492,0.89334,1.3169,280.67,24.185,3.6444,3.9883,3.8312,1167.3,2.8684,0.70082,6.6597,1.3678,8.4723,68.549,3.9943,2016-03-29 00:00:00+00:00,1.0,
1137,,46.858,7.766,1.0005,1.7824,6.8915,6.5129,112.67,3.9323,1.4756,,15.379,1.3351,13171.0,8.4681,67.15,35.29,17.817,0.91133,1.3401,282.17,24.649,3.7127,4.0679,3.8986,1211.7,2.9073,0.70295,6.7998,1.3826,8.5632,71.783,4.1144,2016-03-09 00:00:00+00:00,1.0,
1138,,46.41,7.7594,0.97499,1.7535,6.7561,6.5144,112.44,3.8361,1.4923,,15.497,1.3321,13253.0,8.3098,66.863,35.33,17.669,0.89654,1.3288,281.73,24.264,3.7041,4.0048,3.833,1167.5,2.8788,0.70771,6.6833,1.3688,8.5117,69.698,4.0305,2016-03-27 00:00:00+00:00,1.0,
1139,,46.415,7.7546,0.96808,1.734,6.6766,6.4755,111.53,3.7791,1.4673,,15.251,1.3125,13081.0,8.2253,66.284,34.84,17.26,0.8866,1.2968,275.13,23.969,3.6168,3.9647,3.8467,1158.0,2.8565,0.69027,6.6089,1.3545,8.3439,67.426,4.0532,2016-03-20 00:00:00+00:00,1.0,
1140,,45.97,7.7543,0.96371,1.7271,6.6379,6.4788,112.48,3.7564,1.4444,,14.936,1.304,13250.0,8.1614,66.386,35.23,17.245,0.88308,1.303,277.54,23.909,3.6449,3.9406,3.7883,1142.4,2.8382,0.69392,6.5817,1.3521,8.3274,67.806,3.9299,2016-03-30 00:00:00+00:00,1.0,
1141,,46.024,7.7547,0.95749,1.7108,6.5697,6.4646,112.03,3.7124,1.4449,,14.762,1.302,13128.0,8.0837,66.351,35.09,17.407,0.87474,1.3028,274.06,23.644,3.6123,3.9095,3.7773,1151.0,2.8241,0.69883,6.5171,1.3461,8.2576,67.83,3.8823,2016-04-01 00:00:00+00:00,1.0,
1142,,46.024,7.7547,0.95749,1.7108,6.5697,6.4646,112.03,3.7124,1.4449,,14.762,1.302,13128.0,8.0837,66.351,35.09,17.407,0.87474,1.3028,274.06,23.644,3.6123,3.9095,3.7773,1151.0,2.8241,0.69883,6.5171,1.3461,8.2576,67.83,3.8823,2016-04-02 00:00:00+00:00,1.0,
1143,,46.024,7.7547,0.95749,1.7108,6.5697,6.4646,112.03,3.7124,1.4449,,14.762,1.302,13128.0,8.0837,66.351,35.09,17.407,0.87474,1.3028,274.06,23.644,3.6123,3.9095,3.7773,1151.0,2.8241,0.69883,6.5171,1.3461,8.2576,67.83,3.8823,2016-04-03 00:00:00+00:00,1.0,
